X,Y
0.0,-11.656136637634354
0.10101010101010101,-8.074455541409693
0.20202020202020202,-16.588246394446738
0.30303030303030304,-4.275013434587614
0.40404040404040403,-8.71427509618449
0.5050505050505051,-7.279264116834314
0.6060606060606061,-3.4277602245389867
0.7070707070707071,-11.301642667052631
0.8080808080808081,-7.954798103352016
0.9090909090909091,-12.616200802874234
1.0101010101010102,-8.977732257314782
1.1111111111111112,-7.258634547914278
1.2121212121212122,-6.936385964778754
1.3131313131313131,-6.361749420727387
1.4141414141414141,-7.780819943007284
1.5151515151515151,-3.160955522306057
1.6161616161616161,-5.544466961401422
1.7171717171717171,-2.6560332217298837
1.8181818181818181,-7.798234508560298
1.9191919191919191,-1.9692323713590363
2.0202020202020203,-6.498637344567935
2.121212121212121,-4.028257050331962
2.2222222222222223,-3.707707854551302
2.323232323232323,-4.4691956452307995
2.4242424242424243,-3.171463861933763
2.525252525252525,-3.7103654691209664
2.6262626262626263,-5.6622640713826575
2.727272727272727,0.5538080768280547
2.8282828282828283,-0.48930429700160083
2.929292929292929,0.650605668914219
3.0303030303030303,-0.6520182367209504
3.131313131313131,0.8433840500945138
3.2323232323232323,-0.2386697257696997
3.3333333333333335,0.42062011890203
3.4343434343434343,-3.4461954294456825
3.5353535353535355,3.1826184904805377
3.6363636363636362,0.2456598060406998
3.7373737373737375,1.729218075352284
3.8383838383838382,2.410888188253591
3.9393939393939394,1.8246157578821136
4.040404040404041,2.073619048966888
4.141414141414141,3.900981632403993
4.242424242424242,4.257615014582082
4.343434343434343,5.6123748301014755
4.444444444444445,9.06753159952071
4.545454545454545,3.602386959441217
4.646464646464646,3.0316412716035526
4.747474747474747,3.7560535991548023
4.848484848484849,7.784729256680838
4.94949494949495,11.32221172079512
5.05050505050505,2.2693452057280155
5.151515151515151,10.875638271252129
5.252525252525253,8.529862999353842
5.353535353535354,7.032078689598133
5.454545454545454,7.881667411740758
5.555555555555555,10.226775924010806
5.656565656565657,7.773150205838226
5.757575757575758,10.348453294945207
5.858585858585858,7.897192341635835
5.959595959595959,6.0494872195095315
6.0606060606060606,7.402486038912286
6.161616161616162,12.006683923929476
6.262626262626262,11.631998660025749
6.363636363636363,10.038994077909617
6.4646464646464645,11.363978127504394
6.565656565656566,15.444988178158642
6.666666666666667,13.06227506493612
6.767676767676767,12.705829715199695
6.8686868686868685,12.403730843908608
6.96969696969697,16.413478518627485
7.070707070707071,12.27555694535899
7.171717171717171,19.40382258280244
7.2727272727272725,14.964740445931486
7.373737373737374,11.051905964711922
7.474747474747475,13.318923199963674
7.575757575757575,13.855713180937883
7.6767676767676765,17.925556263925657
7.777777777777778,18.764987193148357
7.878787878787879,20.301345031055522
7.979797979797979,14.405987067649567
8.080808080808081,16.855805125569628
8.181818181818182,17.323301845951143
8.282828282828282,15.707235281097216
8.383838383838384,17.137002770409143
8.484848484848484,19.737212250313476
8.585858585858587,19.85677392156385
8.686868686868687,21.728313965255758
8.787878787878787,18.9952848927725
8.88888888888889,20.69164200182638
8.98989898989899,20.30646130632836
9.09090909090909,23.402748012517254
9.191919191919192,18.058844317736522
9.292929292929292,23.615599381193974
9.393939393939394,16.801878503282882
9.494949494949495,23.173107291161944
9.595959595959595,18.291748356637093
9.696969696969697,24.354372377738052
9.797979797979798,27.522161779104668
9.8989898989899,19.85258213772569
10.0,25.334342603804316
